G0,147.68,-0.45,86.13,116.0,6000
G0,144.65,-0.44,80.57,82.0,316
G0,139.69,-0.43,72.47,73.0,474
G0,132.94,-0.41,62.92,79.0,584
G0,124.04,-0.38,52.27,73.0,693
G0,111.52,-0.34,40.0,79.0,876
G0,98.92,-0.3,30.02,71.0,803
G0,90.2,-0.28,24.22,67.0,523
G0,95.35,-0.29,26.75,79.0,220
G0,104.03,-0.32,30.81,73.0,479
G0,114.75,-0.18,36.99,69.0,618
G0,122.33,0.19,42.53,66.0,469
G0,125.55,0.19,45.01,62.0,203
G0,128.23,0.2,45.92,61.0,141
G0,131.99,0.4,47.92,62.0,213
G0,135.76,0.62,50.67,74.0,233
G0,140.15,0.86,54.26,70.0,283
G0,146.41,1.35,59.53,77.0,409
G0,155.18,2.62,67.44,73.0,593
G0,164.0,4.28,76.63,78.0,642
G0,171.79,6.85,86.49,73.0,641
G0,177.4,9.81,95.5,68.0,550
G0,182.17,13.16,104.37,66.0,530
G0,186.56,15.78,112.9,61.0,497
G0,189.09,17.45,120.23,62.0,396
G0,191.32,18.25,127.68,62.0,390
G0,193.3,18.44,135.47,73.0,401
G0,194.63,18.57,143.06,70.0,385
G0,195.46,19.25,150.23,78.0,362
G0,195.93,20.82,158.18,73.0,405
G0,196.01,22.35,167.38,79.0,466
G0,195.86,23.85,170.62,73.0,178
G0,195.35,26.23,170.57,69.0,121
G0,194.83,29.82,170.57,67.0,181
G0,194.04,34.59,170.57,60.0,241
G0,193.13,39.34,170.57,62.0,241
G0,191.9,44.95,170.57,63.0,287
G0,190.38,50.18,170.52,73.0,272
G0,188.5,56.86,170.52,71.0,346
G0,186.94,61.12,170.47,68.0,226
G0,185.57,63.84,170.37,66.0,152
G0,183.97,66.46,170.22,64.0,153
G0,182.47,67.51,169.97,64.0,92
G0,181.38,66.79,169.65,64.0,67
G0,179.31,65.71,169.03,74.0,65
G0,178.12,65.28,168.68,71.0,65
G0,172.75,63.61,166.95,63.0,65
G0,171.58,63.18,166.53,63.0,65
G0,170.04,62.61,165.96,74.0,86
G0,168.5,62.05,165.37,71.0,87
G0,167.25,61.3,164.83,78.0,77
G0,166.11,60.88,164.36,73.0,65
G0,163.83,60.04,163.39,65.0,76
G0,161.94,59.35,162.54,71.0,65
G0,160.53,58.55,161.84,68.0,88
G0,159.68,57.41,161.3,66.0,76
G0,158.79,55.17,160.57,63.0,125
G0,158.13,52.24,159.82,61.0,154
G0,157.79,48.13,159.04,62.0,209
G0,157.82,43.15,158.35,73.0,251
G0,157.98,37.01,157.65,70.0,309
G0,157.59,30.59,156.72,77.0,324
G0,156.84,23.76,155.66,73.0,347
G0,155.94,17.54,154.68,68.0,318
G0,154.85,10.95,153.68,66.0,337
G0,153.5,4.48,152.65,63.0,334
G0,151.53,-1.86,151.37,61.0,338
G0,149.15,-8.02,149.93,62.0,337
G0,146.54,-13.98,148.45,73.0,333
G0,143.9,-19.77,147.06,71.0,325
G0,140.26,-25.89,145.11,68.0,369
G0,137.71,-29.82,143.78,66.0,243
G0,135.71,-32.45,142.69,65.0,173
G0,134.65,-33.95,142.14,64.0,95
G0,136.24,-31.69,142.96,65.0,65
G0,136.71,-29.6,142.96,69.0,107
G0,137.44,-26.9,143.1,65.0,140
G0,138.35,-22.7,140.97,64.0,239
G0,139.2,-17.6,138.43,74.0,288
G0,140.12,-11.2,136.51,71.0,337
G0,140.77,-4.75,135.56,78.0,327
G0,140.8,1.73,134.83,73.0,326
G0,140.61,6.69,134.1,79.0,250
G0,140.5,10.8,133.75,73.0,206
G0,140.34,14.47,133.88,68.0,183
G0,139.97,18.79,133.53,65.0,217
G0,139.62,24.23,133.44,64.0,272
G0,138.91,30.52,133.84,64.0,317
G0,137.87,36.34,134.1,61.0,295
G0,136.41,42.07,134.23,61.0,295
G0,134.79,47.53,134.37,62.0,284
G0,133.79,52.79,135.5,73.0,273
G0,133.15,56.83,137.12,70.0,219
G0,133.05,59.47,139.22,77.0,168
G0,133.31,60.81,141.42,72.0,129
G0,134.26,61.49,144.12,79.0,147
G0,135.37,61.75,146.57,73.0,135
G0,136.29,62.42,149.73,68.0,167
G0,137.28,62.88,151.01,65.0,84
G0,140.49,59.21,151.96,72.0,93
G0,141.47,56.83,151.96,67.0,128
G0,142.83,53.34,151.96,65.0,187
G0,144.24,49.38,151.96,69.0,210
G0,145.31,45.54,151.84,65.0,199
G0,146.14,42.14,151.72,64.0,175
G0,146.89,38.72,151.6,74.0,175
G0,147.87,35.6,151.72,71.0,163
G0,148.52,31.92,151.6,78.0,186
G0,149.3,28.03,151.6,73.0,198
G0,149.94,23.18,151.49,79.0,244
G0,150.38,18.78,151.37,73.0,221
G0,149.86,15.22,150.77,69.0,182
G0,148.63,12.8,149.81,66.0,143
G0,145.91,11.89,142.27,67.0,403
G0,144.12,12.63,135.66,65.0,344
G0,142.39,13.36,131.47,64.0,229
G0,141.33,14.36,129.84,63.0,109
G0,140.5,15.58,127.75,63.0,127
G0,139.52,16.56,124.45,63.0,178
G0,137.59,17.4,119.17,59.0,284
G0,135.82,18.02,113.69,60.0,289
G0,133.33,18.73,107.57,62.0,332
G0,131.24,19.47,102.14,73.0,293
G0,130.23,20.34,98.84,70.0,177
G0,129.68,20.87,97.2,78.0,90
G0,128.9,21.35,94.86,68.0,73
G0,127.8,21.17,91.7,65.0,167
G0,125.99,20.87,86.41,64.0,279
G0,123.49,20.26,79.83,64.0,353
G0,120.53,19.96,73.15,61.0,365
G0,117.98,19.54,67.9,61.0,292
G0,116.2,19.06,64.47,62.0,194
G0,114.88,19.03,62.13,73.0,134
G0,113.05,18.72,58.98,70.0,182
G0,111.29,18.43,56.07,78.0,170
G0,109.59,18.15,53.41,73.0,158
G0,108.12,17.91,51.19,78.0,133
G0,106.05,17.56,48.2,73.0,182
G0,103.65,17.0,44.87,68.0,207
G0,101.58,16.66,42.17,66.0,170
G0,99.88,16.54,40.14,62.0,132
G0,98.19,16.26,38.08,61.0,133
G0,96.15,15.92,35.68,62.0,158
G0,92.75,15.36,31.94,73.0,254
G0,90.42,14.98,29.48,70.0,170
