G0,147.680,-0.450,86.130,116.000,6000
G0,144.168,-0.440,79.935,82.000,316
G0,139.243,-0.427,72.108,73.000,474
G0,132.403,-0.407,62.645,79.000,584
G0,123.135,-0.378,51.865,73.000,693
G0,111.500,-0.340,40.573,79.000,876
G0,99.890,-0.305,31.065,71.000,803
G0,93.667,-0.288,26.302,67.000,523
G0,96.232,-0.295,27.133,79.000,220
G0,104.540,-0.277,31.340,73.000,479
G0,113.965,-0.122,36.830,69.000,618
G0,121.240,0.098,41.765,66.000,469
G0,125.415,0.193,44.618,62.000,203
G0,128.500,0.248,46.192,61.000,141
G0,131.993,0.405,48.108,62.000,213
G0,135.915,0.625,50.880,74.000,233
G0,140.618,0.922,54.680,70.000,283
G0,147.038,1.545,60.190,77.000,409
G0,155.192,2.718,67.760,73.000,593
G0,163.743,4.508,76.797,78.000,642
G0,171.245,6.947,86.278,73.000,641
G0,177.190,9.907,95.465,68.000,550
G0,182.075,12.978,104.285,66.000,530
G0,186.095,15.543,112.600,61.000,497
G0,189.015,17.233,120.260,62.000,396
G0,191.257,18.098,127.765,62.000,390
G0,193.138,18.425,135.420,73.000,401
G0,194.505,18.707,142.955,70.000,385
G0,195.370,19.473,150.425,78.000,362
G0,195.833,20.810,158.493,73.000,405
G0,195.953,22.343,165.890,79.000,466
G0,195.770,24.070,169.798,73.000,178
G0,195.347,26.532,170.582,69.000,121
G0,194.762,30.115,170.570,67.000,181
G0,194.010,34.585,170.570,60.000,241
G0,193.050,39.555,170.570,62.000,241
G0,191.828,44.855,170.558,63.000,287
G0,190.290,50.543,170.532,73.000,272
G0,188.580,56.255,170.508,71.000,346
G0,186.988,60.735,170.458,68.000,226
G0,185.512,63.815,170.358,66.000,152
G0,183.995,66.067,170.195,64.000,153
G0,182.572,67.068,169.952,64.000,92
G0,181.135,66.700,169.575,64.000,67
G0,179.530,65.873,169.098,74.000,65
G0,177.075,64.970,168.335,71.000,65
G0,173.800,63.920,167.278,63.000,65
G0,171.488,63.145,166.493,63.000,65
G0,170.040,62.612,165.955,74.000,86
G0,168.572,62.002,165.383,71.000,87
G0,167.278,61.382,164.848,78.000,77
G0,165.825,60.775,164.235,73.000,65
G0,163.928,60.078,163.420,65.000,76
G0,162.060,59.323,162.577,71.000,65
G0,160.670,58.465,161.880,68.000,88
G0,159.670,57.135,161.252,66.000,76
G0,158.847,54.998,160.565,63.000,125
G0,158.210,51.945,159.812,61.000,154
G0,157.882,47.913,159.062,62.000,209
G0,157.852,42.860,158.347,73.000,251
G0,157.843,36.940,157.593,70.000,309
G0,157.500,30.488,156.688,77.000,324
G0,156.803,23.913,155.680,73.000,347
G0,155.893,17.448,154.675,68.000,318
G0,154.785,10.980,153.673,66.000,337
G0,153.345,4.513,152.588,63.000,334
G0,151.428,-1.815,151.330,61.000,338
G0,149.093,-7.970,149.920,62.000,337
G0,146.532,-13.938,148.472,73.000,333
G0,143.650,-19.852,146.920,71.000,325
G0,140.532,-25.343,145.265,68.000,369
G0,137.847,-29.495,143.840,66.000,243
G0,135.945,-32.168,142.825,65.000,173
G0,135.312,-33.010,142.482,64.000,95
G0,135.960,-31.733,142.755,65.000,65
G0,136.775,-29.447,142.995,69.000,107
G0,137.485,-26.525,142.532,65.000,140
G0,138.335,-22.475,140.868,64.000,239
G0,139.218,-17.275,138.585,74.000,288
G0,140.053,-11.188,136.752,71.000,337
G0,140.615,-4.742,135.615,78.000,327
G0,140.745,1.350,134.830,73.000,326
G0,140.630,6.478,134.195,79.000,250
G0,140.488,10.690,133.870,73.000,206
G0,140.287,14.633,133.760,68.000,183
G0,139.975,19.070,133.595,65.000,217
G0,139.530,24.442,133.562,64.000,272
G0,138.827,30.402,133.805,64.000,317
G0,137.765,36.318,134.067,61.000,295
G0,136.370,42.002,134.232,61.000,295
G0,134.945,47.480,134.618,62.000,284
G0,133.880,52.485,135.623,73.000,273
G0,133.285,56.480,137.240,70.000,219
G0,133.140,59.145,139.245,77.000,168
G0,133.483,60.645,141.545,72.000,129
G0,134.300,61.385,144.058,79.000,147
G0,135.322,61.853,146.748,73.000,135
G0,136.308,62.367,149.260,68.000,167
G0,137.835,61.848,150.928,65.000,84
G0,139.933,59.532,151.722,72.000,93
G0,141.565,56.553,151.960,67.000,128
G0,142.843,53.222,151.960,65.000,187
G0,144.155,49.410,151.930,69.000,210
G0,145.250,45.650,151.840,65.000,199
G0,146.120,42.135,151.720,64.000,175
G0,146.947,38.795,151.660,74.000,175
G0,147.787,35.460,151.660,71.000,163
G0,148.553,31.867,151.630,78.000,186
G0,149.265,27.790,151.572,73.000,198
G0,149.890,23.293,151.488,79.000,244
G0,150.140,18.990,151.250,73.000,221
G0,149.683,15.505,150.680,69.000,182
G0,148.257,13.178,148.165,66.000,143
G0,146.142,12.303,142.502,67.000,403
G0,144.135,12.628,136.265,65.000,344
G0,142.558,13.428,132.110,64.000,229
G0,141.387,14.415,129.725,63.000,109
G0,140.463,15.520,127.448,63.000,127
G0,139.282,16.525,123.955,63.000,178
G0,137.630,17.345,119.120,59.000,284
G0,135.640,18.043,113.530,60.000,289
G0,133.430,18.738,107.742,62.000,332
G0,131.510,19.503,102.673,73.000,293
G0,130.345,20.255,99.255,70.000,177
G0,129.623,20.858,97.025,78.000,90
G0,128.820,21.185,94.655,68.000,73
G0,127.623,21.140,91.167,65.000,167
G0,125.817,20.793,86.087,64.000,279
G0,123.375,20.337,79.805,64.000,353
G0,120.633,19.930,73.507,61.000,365
G0,118.172,19.525,68.355,61.000,292
G0,116.315,19.172,64.743,62.000,194
G0,114.752,18.960,61.928,73.000,134
G0,113.068,18.725,59.040,70.000,182
G0,111.305,18.432,56.133,78.000,170
G0,109.648,18.160,53.520,73.000,158
G0,107.970,17.883,50.998,78.000,133
G0,105.968,17.508,48.115,73.000,182
G0,103.733,17.055,45.028,68.000,207
G0,101.672,16.715,42.338,66.000,170
G0,99.882,16.500,40.133,62.000,132
G0,98.102,16.245,37.995,61.000,133
G0,95.810,15.865,35.345,62.000,158
G0,93.017,15.405,32.260,73.000,254
G0,90.420,14.980,29.480,70.000,170
